unit_id,time,location,size,sales,ads
1,2020-01-17,New York,large,53604.68964459926,ad 0
1,2020-01-18,New York,large,50669.20983836738,ad 0
1,2020-01-19,New York,large,56387.29608332658,ad 0
1,2020-01-20,New York,large,39151.2544238057,ad 0
1,2020-01-21,New York,large,32248.5282460025,ad 0
1,2020-01-22,New York,large,38028.31037028365,ad 0
1,2020-01-23,New York,large,46443.098172261605,ad 0
1,2020-01-24,New York,large,43250.143688064345,ad 0
1,2020-01-25,New York,large,47815.610305224465,ad 0
1,2020-01-26,New York,large,53075.61673213624,ad 0
1,2020-01-27,New York,large,43957.17599054936,ad 0
1,2020-01-28,New York,large,42168.3771620516,ad 0
1,2020-01-29,New York,large,45751.688858299414,ad 0
1,2020-01-30,New York,large,29735.043807562637,ad 0
1,2020-01-31,New York,large,45944.0775438698,ad 0
1,2020-02-01,New York,large,42306.57022255119,ad 0
1,2020-02-02,New York,large,47337.435322224694,ad 0
1,2020-02-03,New York,large,68483.89431097498,ad 0
1,2020-02-04,New York,large,59320.09124454252,ad 0
1,2020-02-05,New York,large,47954.153292013,ad 0
1,2020-02-06,New York,large,43377.61305521894,ad 0
1,2020-02-07,New York,large,48064.602676545415,ad 0
1,2020-02-08,New York,large,29690.35312578389,ad 0
1,2020-02-09,New York,large,51580.38208270325,ad 0
1,2020-02-10,New York,large,38790.11632507347,ad 0
1,2020-02-11,New York,large,65285.62226087074,ad 0
1,2020-02-12,New York,large,38205.04575166231,ad 0
1,2020-02-13,New York,large,58429.583736726665,ad 0
1,2020-02-14,New York,large,29169.629161864257,ad 0
1,2020-02-15,New York,large,46821.88286599537,ad 0
1,2020-02-16,New York,large,39891.312304289364,ad 0
1,2020-02-17,New York,large,58498.90539159635,ad 0
1,2020-02-18,New York,large,42086.817516358504,ad 0
1,2020-02-19,New York,large,46197.3688341593,ad 0
2,2020-01-01,LA,large,54008.46846027291,ad 2
2,2020-01-02,LA,large,53527.13474902447,ad 2
2,2020-01-03,LA,large,48529.82814696138,ad 2
2,2020-01-04,LA,large,37176.64372201678,ad 2
2,2020-01-05,LA,large,30973.774508993352,ad 2
2,2020-01-06,LA,large,32253.529717531022,ad 2
2,2020-01-07,LA,large,41161.4490023257,ad 2
2,2020-01-08,LA,large,50948.12386910123,ad 2
2,2020-01-09,LA,large,57895.76458376437,ad 2
2,2020-01-10,LA,large,54952.774160151326,ad 2
2,2020-01-11,LA,large,33894.659623511936,ad 0
2,2020-01-12,LA,large,20430.073286721916,ad 0
2,2020-01-13,LA,large,28126.926686786137,ad 0
2,2020-01-14,LA,large,23327.93574118903,ad 0
2,2020-01-15,LA,large,47482.49611157219,ad 0
2,2020-01-16,LA,large,57784.93036168273,ad 0
2,2020-01-17,LA,large,41771.18485711677,ad 0
2,2020-01-18,LA,large,51637.14016728739,ad 0
2,2020-01-19,LA,large,36338.917309552606,ad 0
2,2020-01-20,LA,large,54942.864438499375,ad 0
2,2020-01-21,LA,large,38798.78801044253,ad 0
2,2020-01-22,LA,large,51241.88858707578,ad 0
2,2020-01-23,LA,large,39968.103828155654,ad 0
2,2020-01-24,LA,large,39589.721702942974,ad 0
2,2020-01-25,LA,large,49638.3033994949,ad 0
2,2020-01-26,LA,large,59587.99894400521,ad 0
2,2020-01-27,LA,large,39537.85247800687,ad 0
2,2020-01-28,LA,large,35311.84150243304,ad 0
2,2020-01-29,LA,large,34913.532989969244,ad 0
2,2020-01-30,LA,large,24777.238188376454,ad 0
2,2020-01-31,LA,large,34714.004044632435,ad 0
2,2020-02-01,LA,large,49634.29644482515,ad 0
2,2020-02-02,LA,large,40466.79823694161,ad 0
2,2020-02-03,LA,large,43605.6497414685,ad 0
2,2020-02-04,LA,large,51325.093945371016,ad 0
2,2020-02-05,LA,large,21326.141683367732,ad 0
2,2020-02-06,LA,large,45440.73161393536,ad 0
2,2020-02-07,LA,large,29348.03446291801,ad 0
2,2020-02-08,LA,large,19855.789749912154,ad 0
2,2020-02-09,LA,large,13301.024854768613,ad 0
2,2020-02-10,LA,large,60198.4521078639,ad 0
2,2020-02-11,LA,large,43674.966133030255,ad 0
2,2020-02-12,LA,large,23117.337284264122,ad 0
2,2020-02-13,LA,large,40026.5723755762,ad 0
2,2020-02-14,LA,large,35896.40694199055,ad 0
2,2020-02-15,LA,large,45370.99291781522,ad 0
2,2020-02-16,LA,large,39813.746227448704,ad 0
2,2020-02-17,LA,large,39211.16512026681,ad 0
2,2020-02-18,LA,large,26497.589666100128,ad 0
2,2020-02-19,LA,large,43680.042065268615,ad 0
3,2020-01-01,LA,medium,47790.13772427812,ad 2
3,2020-01-02,LA,medium,49854.106598746686,ad 2
3,2020-01-03,LA,medium,51516.225183416616,ad 2
3,2020-01-04,LA,medium,49870.773977128716,ad 2
3,2020-01-05,LA,medium,46566.71293822052,ad 2
3,2020-01-06,LA,medium,46517.71628192006,ad 2
3,2020-01-07,LA,medium,50100.435296078416,ad 2
3,2020-01-08,LA,medium,50881.06985362199,ad 2
3,2020-01-09,LA,medium,53701.7053004003,ad 2
3,2020-01-10,LA,medium,50013.19340328156,ad 2
3,2020-01-11,LA,medium,51080.574609233576,ad 2
3,2020-01-12,LA,medium,47118.67950905442,ad 2
3,2020-01-13,LA,medium,49487.34194514082,ad 2
3,2020-01-14,LA,medium,45780.158891747866,ad 2
3,2020-01-15,LA,medium,50880.286508623714,ad 2
3,2020-01-16,LA,medium,48629.382420158996,ad 2
3,2020-01-17,LA,medium,52127.870438221944,ad 2
3,2020-01-18,LA,medium,48268.68992117771,ad 2
3,2020-01-19,LA,medium,47262.25989417798,ad 2
3,2020-01-20,LA,medium,44118.782445676276,ad 2
3,2020-01-21,LA,medium,44033.24704346218,ad 2
3,2020-01-22,LA,medium,44623.1460381778,ad 2
3,2020-01-23,LA,medium,43012.19983457885,ad 2
3,2020-01-24,LA,medium,45629.49566598683,ad 2
3,2020-01-25,LA,medium,43918.92723355131,ad 2
3,2020-01-26,LA,medium,46386.13173939745,ad 2
3,2020-01-27,LA,medium,42210.27177537551,ad 2
3,2020-01-28,LA,medium,38593.18303594424,ad 2
3,2020-01-29,LA,medium,35234.51190975873,ad 2
3,2020-01-30,LA,medium,36339.87600450302,ad 2
3,2020-01-31,LA,medium,38677.94428022954,ad 2
3,2020-02-01,LA,medium,35248.239144331514,ad 2
3,2020-02-02,LA,medium,37266.85827959453,ad 2
3,2020-02-03,LA,medium,37630.46316023323,ad 2
3,2020-02-04,LA,medium,39730.34596072364,ad 2
3,2020-02-05,LA,medium,32953.48182840603,ad 2
3,2020-02-06,LA,medium,33947.89419196844,ad 2
3,2020-02-07,LA,medium,33157.363123103416,ad 2
3,2020-02-08,LA,medium,31695.02701640085,ad 2
3,2020-02-09,LA,medium,34542.17345044003,ad 2
3,2020-02-10,LA,medium,34334.28360926548,ad 2
3,2020-02-11,LA,medium,38257.94957585893,ad 2
3,2020-02-12,LA,medium,34458.22125471569,ad 2
3,2020-02-13,LA,medium,34448.12354749352,ad 2
3,2020-02-14,LA,medium,37673.169637397084,ad 2
3,2020-02-15,LA,medium,34504.79951066992,ad 2
3,2020-02-16,LA,medium,35616.892501945214,ad 2
3,2020-02-17,LA,medium,39021.03303259527,ad 2
3,2020-02-18,LA,medium,38893.26290699869,ad 2
3,2020-02-19,LA,medium,42876.26739269318,ad 2
4,2020-01-01,LA,small,64858.97571556459,ad 2
4,2020-01-02,LA,small,63476.97700724863,ad 2
4,2020-01-03,LA,small,53929.56196144828,ad 2
4,2020-01-04,LA,small,33555.92741126912,ad 2
4,2020-01-05,LA,small,23008.820324964774,ad 2
4,2020-01-06,LA,small,25362.328283537954,ad 2
4,2020-01-07,LA,small,40791.27034797258,ad 2
4,2020-01-08,LA,small,58508.65645356966,ad 2
4,2020-01-09,LA,small,70535.90732857975,ad 2
4,2020-01-10,LA,small,66046.87545106436,ad 2
4,2020-01-11,LA,small,43294.20785996431,ad 0
4,2020-01-12,LA,small,49139.49784476121,ad 0
4,2020-01-13,LA,small,45300.877278367996,ad 0
4,2020-01-14,LA,small,45986.8184185241,ad 0
4,2020-01-15,LA,small,52838.09063500626,ad 0
4,2020-01-16,LA,small,57403.56000248625,ad 0
4,2020-01-17,LA,small,54828.31439451983,ad 0
4,2020-01-18,LA,small,57204.21112706795,ad 0
4,2020-01-19,LA,small,45540.107533169015,ad 0
4,2020-01-20,LA,small,36763.93755491605,ad 0
4,2020-01-21,LA,small,30783.47416854171,ad 0
4,2020-01-22,LA,small,26804.97582448192,ad 0
4,2020-01-23,LA,small,45452.02364322847,ad 0
4,2020-01-24,LA,small,30461.0544031859,ad 0
4,2020-01-25,LA,small,42066.41999079315,ad 0
4,2020-01-26,LA,small,53628.49960844904,ad 0
4,2020-01-27,LA,small,48356.55064932673,ad 0
4,2020-01-28,LA,small,61767.45235675434,ad 0
4,2020-01-29,LA,small,33621.81017732222,ad 0
4,2020-01-30,LA,small,33332.9309075337,ad 0
4,2020-01-31,LA,small,56258.44207466472,ad 0
4,2020-02-01,LA,small,45205.93452690236,ad 0
4,2020-02-02,LA,small,58518.58945361755,ad 0
4,2020-02-03,LA,small,43962.97041800269,ad 0
4,2020-02-04,LA,small,43982.7701155706,ad 0
4,2020-02-05,LA,small,37629.7361843712,ad 0
4,2020-02-06,LA,small,28317.465636605335,ad 0
4,2020-02-07,LA,small,11318.79486049775,ad 0
4,2020-02-08,LA,small,30689.60512273726,ad 0
4,2020-02-09,LA,small,44053.9894739245,ad 0
4,2020-02-10,LA,small,49154.94029873255,ad 0
4,2020-02-11,LA,small,57412.28656257851,ad 0
4,2020-02-12,LA,small,44521.73413296939,ad 0
4,2020-02-13,LA,small,58025.00791013846,ad 0
4,2020-02-14,LA,small,38354.35363485775,ad 0
4,2020-02-15,LA,small,29301.81704838712,ad 0
4,2020-02-16,LA,small,43410.9706929956,ad 0
4,2020-02-17,LA,small,43377.806572646776,ad 0
4,2020-02-18,LA,small,43611.45929852243,ad 0
4,2020-02-19,LA,small,53590.31791331369,ad 0
5,2020-01-01,LA,small,65340.35691446868,ad 2
5,2020-01-02,LA,small,64630.61412254825,ad 2
5,2020-01-03,LA,small,56303.48701277561,ad 2
5,2020-01-04,LA,small,37122.5353589822,ad 2
5,2020-01-05,LA,small,26526.310312981717,ad 2
5,2020-01-06,LA,small,28677.058984145515,ad 2
5,2020-01-07,LA,small,43837.907567525566,ad 2
5,2020-01-08,LA,small,60341.351885286866,ad 2
5,2020-01-09,LA,small,72167.17767502225,ad 2
5,2020-01-10,LA,small,67036.8951987095,ad 2
5,2020-01-11,LA,small,54845.73074847257,ad 2
5,2020-01-12,LA,small,37565.663860840075,ad 2
5,2020-01-13,LA,small,30043.876678331115,ad 2
5,2020-01-14,LA,small,29984.70086723623,ad 2
5,2020-01-15,LA,small,46913.86744007798,ad 2
5,2020-01-16,LA,small,55383.33210567792,ad 2
5,2020-01-17,LA,small,70127.04530503164,ad 2
5,2020-01-18,LA,small,64387.733536665284,ad 2
5,2020-01-19,LA,small,55773.39863051251,ad 2
5,2020-01-20,LA,small,37661.47131120057,ad 2
5,2020-01-21,LA,small,27639.4236083002,ad 2
5,2020-01-22,LA,small,29775.956308626228,ad 2
5,2020-01-23,LA,small,34960.91545056545,ad 2
5,2020-01-24,LA,small,53986.84865822625,ad 2
5,2020-01-25,LA,small,62236.0771253032,ad 2
5,2020-01-26,LA,small,68956.04368831909,ad 2
5,2020-01-27,LA,small,55909.81900910196,ad 2
5,2020-01-28,LA,small,37055.42443002071,ad 2
5,2020-01-29,LA,small,21008.227999867908,ad 2
5,2020-01-30,LA,small,23790.793707828616,ad 2
5,2020-01-31,LA,small,31303.59499998366,ad 2
5,2020-02-01,LA,small,40757.832491941794,ad 2
5,2020-02-02,LA,small,54719.316273966775,ad 2
5,2020-02-03,LA,small,60140.949089574126,ad 2
5,2020-02-04,LA,small,55873.08893208539,ad 2
5,2020-02-05,LA,small,35847.81869898466,ad 2
5,2020-02-06,LA,small,25745.898999797406,ad 2
5,2020-02-07,LA,small,18939.552817199958,ad 2
5,2020-02-08,LA,small,27499.65222066101,ad 2
5,2020-02-09,LA,small,41304.943434925335,ad 2
5,2020-02-10,LA,small,55708.341058398604,ad 2
5,2020-02-11,LA,small,63266.2265366308,ad 2
5,2020-02-12,LA,small,53871.30797689157,ad 2
5,2020-02-13,LA,small,42518.62840404502,ad 2
5,2020-02-14,LA,small,30637.93767453108,ad 2
5,2020-02-15,LA,small,24653.437558941056,ad 2
5,2020-02-16,LA,small,28199.285718875526,ad 2
5,2020-02-17,LA,small,45455.76577875053,ad 2
5,2020-02-18,LA,small,59891.071369076606,ad 2
5,2020-02-19,LA,small,72499.22273957821,ad 2
6,2020-01-01,LA,large,56231.16729269855,ad 2
6,2020-01-02,LA,large,56473.002359904356,ad 2
6,2020-01-03,LA,large,52356.054042051124,ad 2
6,2020-01-04,LA,large,41185.06203229947,ad 2
6,2020-01-05,LA,large,34275.312345280836,ad 2
6,2020-01-06,LA,large,35455.91029466723,ad 2
6,2020-01-07,LA,large,44989.27928676124,ad 2
6,2020-01-08,LA,large,54405.05230212288,ad 2
6,2020-01-09,LA,large,61849.334748361,ad 2
6,2020-01-10,LA,large,57859.824818299254,ad 2
6,2020-01-11,LA,large,51411.28547711879,ad 2
6,2020-01-12,LA,large,40582.82263994173,ad 2
6,2020-01-13,LA,large,37131.46163343222,ad 2
6,2020-01-14,LA,large,35955.46951122299,ad 2
6,2020-01-15,LA,large,46939.818722102966,ad 2
6,2020-01-16,LA,large,50954.35002213276,ad 2
6,2020-01-17,LA,large,60229.84090166269,ad 2
6,2020-01-18,LA,large,55849.117040297235,ad 2
6,2020-01-19,LA,large,50749.66083406566,ad 2
6,2020-01-20,LA,large,39711.08174469065,ad 2
6,2020-01-21,LA,large,34112.96325215687,ad 2
6,2020-01-22,LA,large,35482.658484441046,ad 2
6,2020-01-23,LA,large,37868.50149445351,ad 2
6,2020-01-24,LA,large,49252.97517464384,ad 2
6,2020-01-25,LA,large,53311.67655105041,ad 2
6,2020-01-26,LA,large,57808.38452231906,ad 2
6,2020-01-27,LA,large,49267.74549048617,ad 2
6,2020-01-28,LA,large,37670.35678446832,ad 2
6,2020-01-29,LA,large,27713.30806100432,ad 2
6,2020-01-30,LA,large,29601.10585220345,ad 2
6,2020-01-31,LA,large,34498.77064965864,ad 2
6,2020-02-01,LA,large,38697.30702593034,ad 2
6,2020-02-02,LA,large,47081.60751670343,ad 2
6,2020-02-03,LA,large,50207.872985628375,ad 2
6,2020-02-04,LA,large,48482.65135624213,ad 2
6,2020-02-05,LA,large,35260.01320335607,ad 2
6,2020-02-06,LA,large,29950.487072360833,ad 2
6,2020-02-07,LA,large,25922.751265297546,ad 2
6,2020-02-08,LA,large,30230.822257262036,ad 2
6,2020-02-09,LA,large,38783.760406861205,ad 2
6,2020-02-10,LA,large,46727.20816557093,ad 2
6,2020-02-11,LA,large,52138.84945304973,ad 2
6,2020-02-12,LA,large,45744.12769990086,ad 2
6,2020-02-13,LA,large,39429.50707469541,ad 2
6,2020-02-14,LA,large,33818.88155585079,ad 2
6,2020-02-15,LA,large,29514.853872299795,ad 2
6,2020-02-16,LA,large,31829.072348301008,ad 2
6,2020-02-17,LA,large,42472.440978854545,ad 2
6,2020-02-18,LA,large,50458.3324871242,ad 2
6,2020-02-19,LA,large,58695.95911907842,ad 2
7,2020-01-01,LA,large,59036.47187892172,ad 2
7,2020-01-02,LA,large,59278.641949251374,ad 2
7,2020-01-03,LA,large,54450.94600187798,ad 2
7,2020-01-04,LA,large,41469.336015483925,ad 2
7,2020-01-05,LA,large,33483.443449411294,ad 2
7,2020-01-06,LA,large,34859.6657648502,ad 2
7,2020-01-07,LA,large,45896.484648956764,ad 2
7,2020-01-08,LA,large,56850.00203740519,ad 2
7,2020-01-09,LA,large,65467.83628017865,ad 2
7,2020-01-10,LA,large,60891.109294257796,ad 2
7,2020-01-11,LA,large,53358.727939671546,ad 2
7,2020-01-12,LA,large,40820.51356379489,ad 2
7,2020-01-13,LA,large,36754.62606935825,ad 2
7,2020-01-14,LA,large,35455.735653193326,ad 2
7,2020-01-15,LA,large,48153.73475370523,ad 2
7,2020-01-16,LA,large,52873.405522201065,ad 2
7,2020-01-17,LA,large,63611.43492248288,ad 2
7,2020-01-18,LA,large,58582.25109365245,ad 2
7,2020-01-19,LA,large,52661.15561166007,ad 2
7,2020-01-20,LA,large,39862.495442746345,ad 2
7,2020-01-21,LA,large,33342.8622592316,ad 2
7,2020-01-22,LA,large,34927.12387662895,ad 2
7,2020-01-23,LA,large,37737.26746361915,ad 2
7,2020-01-24,LA,large,50948.94309032818,ad 2
7,2020-01-25,LA,large,55709.7152035137,ad 2
7,2020-01-26,LA,large,60900.67898860364,ad 2
7,2020-01-27,LA,large,51031.659738210874,ad 2
7,2020-01-28,LA,large,37591.114033223574,ad 2
7,2020-01-29,LA,large,26056.456184154446,ad 2
7,2020-01-30,LA,large,28234.3816148992,ad 2
7,2020-01-31,LA,large,33894.89589565174,ad 2
7,2020-02-01,LA,large,38851.5002056671,ad 2
7,2020-02-02,LA,large,48579.731696692936,ad 2
7,2020-02-03,LA,large,52214.5651242267,ad 2
7,2020-02-04,LA,large,50164.61440412469,ad 2
7,2020-02-05,LA,large,34891.34845715125,ad 2
7,2020-02-06,LA,large,28687.20647402227,ad 2
7,2020-02-07,LA,large,24010.426117569637,ad 2
7,2020-02-08,LA,large,29056.933945661334,ad 2
7,2020-02-09,LA,large,38965.73798680714,ad 2
7,2020-02-10,LA,large,48223.07707297962,ad 2
7,2020-02-11,LA,large,54451.94547898824,ad 2
7,2020-02-12,LA,large,47075.50788050364,ad 2
7,2020-02-13,LA,large,39719.77297156642,ad 2
7,2020-02-14,LA,large,33122.14119055359,ad 2
7,2020-02-15,LA,large,28169.06547833944,ad 2
7,2020-02-16,LA,large,30843.60125290655,ad 2
7,2020-02-17,LA,large,43176.88490424928,ad 2
7,2020-02-18,LA,large,52482.13184023014,ad 2
7,2020-02-19,LA,large,62001.86567541405,ad 2
8,2020-01-01,Boston,medium,44340.92011078957,ad 2
8,2020-01-02,Boston,medium,44115.09836700465,ad 2
8,2020-01-03,Boston,medium,42079.65998002288,ad 2
8,2020-01-04,Boston,medium,37540.2049321852,ad 2
8,2020-01-05,Boston,medium,35097.659105822735,ad 2
8,2020-01-06,Boston,medium,35613.0226966228,ad 2
8,2020-01-07,Boston,medium,39138.92835627527,ad 2
8,2020-01-08,Boston,medium,43062.00352639098,ad 2
8,2020-01-09,Boston,medium,45811.585923285944,ad 2
8,2020-01-10,Boston,medium,44685.86906761337,ad 2
8,2020-01-11,Boston,medium,58927.67929690027,ad 1
8,2020-01-12,Boston,medium,70113.59951467252,ad 1
8,2020-01-13,Boston,medium,58077.929106336844,ad 1
8,2020-01-14,Boston,medium,64514.124058816145,ad 1
8,2020-01-15,Boston,medium,67122.06593760505,ad 1
8,2020-01-16,Boston,medium,72296.68358645024,ad 1
8,2020-01-17,Boston,medium,63044.40790181371,ad 1
8,2020-01-18,Boston,medium,52350.143980089015,ad 1
8,2020-01-19,Boston,medium,50172.576113504765,ad 1
8,2020-01-20,Boston,medium,52718.15899093029,ad 1
8,2020-01-21,Boston,medium,45554.37613889785,ad 1
8,2020-01-22,Boston,medium,54426.81489169302,ad 1
8,2020-01-23,Boston,medium,44889.823393727675,ad 1
8,2020-01-24,Boston,medium,43818.38558840864,ad 1
8,2020-01-25,Boston,medium,62626.05917587527,ad 1
8,2020-01-26,Boston,medium,54937.62533344783,ad 1
8,2020-01-27,Boston,medium,55219.225901576465,ad 1
8,2020-01-28,Boston,medium,46222.27149673914,ad 1
8,2020-01-29,Boston,medium,57356.99209931511,ad 1
8,2020-01-30,Boston,medium,58744.42908426658,ad 1
8,2020-01-31,Boston,medium,60041.5984052064,ad 1
8,2020-02-01,Boston,medium,73290.0235680079,ad 1
8,2020-02-02,Boston,medium,62239.82425955585,ad 1
8,2020-02-03,Boston,medium,64352.270070796076,ad 1
8,2020-02-04,Boston,medium,75014.87156506059,ad 1
8,2020-02-05,Boston,medium,65734.45044927744,ad 1
8,2020-02-06,Boston,medium,66296.65467988735,ad 1
8,2020-02-07,Boston,medium,51478.78656744025,ad 1
8,2020-02-08,Boston,medium,70229.69434554134,ad 1
8,2020-02-09,Boston,medium,52885.884611531976,ad 1
8,2020-02-10,Boston,medium,50007.348381222626,ad 1
8,2020-02-11,Boston,medium,78453.77426084566,ad 1
8,2020-02-12,Boston,medium,58130.040901367334,ad 1
8,2020-02-13,Boston,medium,71259.96974766636,ad 1
8,2020-02-14,Boston,medium,43011.4283502265,ad 1
8,2020-02-15,Boston,medium,51175.02806638579,ad 1
8,2020-02-16,Boston,medium,46442.09806964689,ad 1
8,2020-02-17,Boston,medium,72167.73636640477,ad 1
8,2020-02-18,Boston,medium,70549.81960994664,ad 1
8,2020-02-19,Boston,medium,73878.47393688878,ad 1
9,2020-01-01,New York,small,64999.499118890235,ad 2
9,2020-01-02,New York,small,62268.742884460895,ad 2
9,2020-01-03,New York,small,49992.484273726914,ad 2
9,2020-01-04,New York,small,26511.603811831625,ad 2
9,2020-01-05,New York,small,15638.61849905691,ad 2
9,2020-01-06,New York,small,18476.120269826217,ad 2
9,2020-01-07,New York,small,35035.96034433554,ad 2
9,2020-01-08,New York,small,55795.62641015198,ad 2
9,2020-01-09,New York,small,68689.89154293717,ad 2
9,2020-01-10,New York,small,65255.93658776488,ad 2
9,2020-01-11,New York,small,40105.82782985802,ad 0
9,2020-01-12,New York,small,34669.05242722828,ad 0
9,2020-01-13,New York,small,38677.172747316916,ad 0
9,2020-01-14,New York,small,38965.05124354269,ad 0
9,2020-01-15,New York,small,44469.47694628683,ad 0
9,2020-01-16,New York,small,38825.949777186644,ad 0
9,2020-01-17,New York,small,56320.65753743916,ad 0
9,2020-01-18,New York,small,36917.29980882074,ad 0
9,2020-01-19,New York,small,45451.5759552642,ad 0
9,2020-01-20,New York,small,33723.220678024954,ad 0
9,2020-01-21,New York,small,33044.54052735876,ad 0
9,2020-01-22,New York,small,24430.81731441398,ad 0
9,2020-01-23,New York,small,33184.58352662078,ad 0
9,2020-01-24,New York,small,37793.200087810386,ad 0
9,2020-01-25,New York,small,47245.87231419219,ad 0
9,2020-01-26,New York,small,58324.637399301406,ad 0
9,2020-01-27,New York,small,52256.948027512866,ad 0
9,2020-01-28,New York,small,52493.908969287186,ad 0
9,2020-01-29,New York,small,38606.2111495257,ad 0
9,2020-01-30,New York,small,34735.6943999784,ad 0
9,2020-01-31,New York,small,26576.133533584234,ad 0
9,2020-02-01,New York,small,49507.634414343134,ad 0
9,2020-02-02,New York,small,48010.82185174304,ad 0
9,2020-02-03,New York,small,43223.56967996686,ad 0
9,2020-02-04,New York,small,60051.92683299059,ad 0
9,2020-02-05,New York,small,27031.198766105023,ad 0
9,2020-02-06,New York,small,35089.68190172788,ad 0
9,2020-02-07,New York,small,35364.18001482153,ad 0
9,2020-02-08,New York,small,36867.76204166274,ad 0
9,2020-02-09,New York,small,40679.57751064639,ad 0
9,2020-02-10,New York,small,60552.61820181325,ad 0
9,2020-02-11,New York,small,65716.06092934507,ad 0
9,2020-02-12,New York,small,37730.921529746374,ad 0
9,2020-02-13,New York,small,30309.898762278302,ad 0
9,2020-02-14,New York,small,36782.682471128,ad 0
9,2020-02-15,New York,small,19257.137169173373,ad 0
9,2020-02-16,New York,small,29038.740209663374,ad 0
9,2020-02-17,New York,small,40200.06850779687,ad 0
9,2020-02-18,New York,small,50668.14499688991,ad 0
9,2020-02-19,New York,small,49060.36589693562,ad 0
10,2020-01-01,LA,large,58827.49609201732,ad 2
10,2020-01-02,LA,large,58339.00983817456,ad 2
10,2020-01-03,LA,large,52105.3304940058,ad 2
10,2020-01-04,LA,large,37624.53403434053,ad 2
10,2020-01-05,LA,large,29571.4793465935,ad 2
10,2020-01-06,LA,large,31190.000324402627,ad 2
10,2020-01-07,LA,large,42686.63440701687,ad 2
10,2020-01-08,LA,large,55131.87778146248,ad 2
10,2020-01-09,LA,large,64100.108196705165,ad 2
10,2020-01-10,LA,large,60154.59429949731,ad 2
10,2020-01-11,LA,large,81437.63626805089,ad 1
