unit,time_index,action,metric,value,time
1,24,2,0,47815.610305224465,2020-01-25
1,25,0,0,61148.458481128975,2020-01-26
1,25,1,0,98755.26034766516,2020-01-26
1,25,2,0,53075.61673213624,2020-01-26
1,26,0,0,51562.461928881974,2020-01-27
1,26,1,0,77836.4787802088,2020-01-27
1,26,2,0,43957.17599054936,2020-01-27
1,27,0,0,37131.950401666305,2020-01-28
1,27,1,0,60563.30414996239,2020-01-28
1,27,2,0,42168.3771620516,2020-01-28
1,28,0,0,24916.802848048843,2020-01-29
1,28,1,0,29572.014435642057,2020-01-29
1,28,2,0,45751.688858299414,2020-01-29
1,29,0,0,26910.12810886435,2020-01-30
1,29,1,0,42190.965184419554,2020-01-30
1,29,2,0,29735.043807562637,2020-01-30
1,30,0,0,32446.221070050986,2020-01-31
1,30,1,0,52394.416926839454,2020-01-31
1,30,2,0,45944.0775438698,2020-01-31
1,31,0,0,40933.11451688451,2020-02-01
1,31,1,0,58476.749490940514,2020-02-01
1,31,2,0,42306.57022255119,2020-02-01
1,32,0,0,51776.16857991556,2020-02-02
1,32,1,0,85028.58203649668,2020-02-02
1,32,2,0,47337.435322224694,2020-02-02
1,33,0,0,56087.09601595454,2020-02-03
1,33,1,0,81743.18231064305,2020-02-03
1,33,2,0,68483.89431097498,2020-02-03
1,34,0,0,52124.31201854654,2020-02-04
1,34,1,0,74368.54855380126,2020-02-04
1,34,2,0,59320.09124454252,2020-02-04
1,35,0,0,37497.89960906232,2020-02-05
1,35,1,0,65537.4955575543,2020-02-05
1,35,2,0,47954.153292013,2020-02-05
1,36,0,0,29066.64363384167,2020-02-06
1,36,1,0,30107.124892531716,2020-02-06
1,36,2,0,43377.61305521894,2020-02-06
1,37,0,0,23734.380363714718,2020-02-07
1,37,1,0,29262.552257248724,2020-02-07
1,37,2,0,48064.602676545415,2020-02-07
1,38,0,0,31026.64655248481,2020-02-08
1,38,1,0,46752.56638267379,2020-02-08
1,38,2,0,29690.35312578389,2020-02-08
1,39,0,0,41545.34325613777,2020-02-09
1,39,1,0,72932.82904718767,2020-02-09
1,39,2,0,51580.38208270325,2020-02-09
1,40,0,0,53278.033636611966,2020-02-10
1,40,1,0,74850.31451128685,2020-02-10
1,40,2,0,38790.11632507347,2020-02-10
1,41,0,0,58472.415279835855,2020-02-11
1,41,1,0,107248.14008747411,2020-02-11
1,41,2,0,65285.62226087074,2020-02-11
1,42,0,0,51758.38446382832,2020-02-12
1,42,1,0,75934.41050313404,2020-02-12
1,42,2,0,38205.04575166231,2020-02-12
1,43,0,0,42552.24283052848,2020-02-13
1,43,1,0,68662.94965050399,2020-02-13
1,43,2,0,58429.583736726665,2020-02-13
1,44,0,0,32145.995425700163,2020-02-14
1,44,1,0,50878.28312008563,2020-02-14
1,44,2,0,29169.629161864257,2020-02-14
1,45,0,0,28047.647887301595,2020-02-15
1,45,1,0,41863.98764846714,2020-02-15
1,45,2,0,46821.88286599537,2020-02-15
1,46,0,0,30658.492586306264,2020-02-16
1,46,1,0,40011.419287746794,2020-02-16
1,46,2,0,39891.312304289364,2020-02-16
1,47,0,0,43843.68410833611,2020-02-17
1,47,1,0,68352.09146215477,2020-02-17
1,47,2,0,58498.90539159635,2020-02-17
1,48,0,0,55583.141749355855,2020-02-18
1,48,1,0,84671.79472327567,2020-02-18
1,48,2,0,42086.817516358504,2020-02-18
1,49,0,0,64859.81199722512,2020-02-19
1,49,1,0,105835.85523913526,2020-02-19
1,49,2,0,46197.3688341593,2020-02-19
2,0,0,0,54008.46846027291,2020-01-01
2,0,1,0,93594.46321004933,2020-01-01
2,0,2,0,54303.010001267394,2020-01-01
2,1,0,0,53527.13474902447,2020-01-02
2,1,1,0,83000.88350662126,2020-01-02
2,1,2,0,49635.10654221263,2020-01-02
2,2,0,0,48529.82814696138,2020-01-03
2,2,1,0,76633.9750284346,2020-01-03
2,2,2,0,20690.581919551092,2020-01-03
2,3,0,0,37176.64372201678,2020-01-04
2,3,1,0,52895.081951192435,2020-01-04
2,3,2,0,47929.93120747019,2020-01-04
2,4,0,0,30973.774508993352,2020-01-05
2,4,1,0,52604.46058505504,2020-01-05
2,4,2,0,34473.30025529797,2020-01-05
2,5,0,0,32253.529717531022,2020-01-06
2,5,1,0,41471.2532406641,2020-01-06
2,5,2,0,29089.738544801374,2020-01-06
2,6,0,0,41161.4490023257,2020-01-07
2,6,1,0,57208.15497864668,2020-01-07
2,6,2,0,54072.901802368855,2020-01-07
2,7,0,0,50948.12386910123,2020-01-08
2,7,1,0,73520.96750314346,2020-01-08
2,7,2,0,47395.26653196576,2020-01-08
2,8,0,0,57895.76458376437,2020-01-09
2,8,1,0,87381.97310048659,2020-01-09
2,8,2,0,59139.80157894915,2020-01-09
2,9,0,0,54952.774160151326,2020-01-10
2,9,1,0,93560.67651961019,2020-01-10
2,9,2,0,57374.638761055314,2020-01-10
2,10,0,0,47675.93508879848,2020-01-11
2,10,1,0,75372.19580372704,2020-01-11
2,10,2,0,33894.659623511936,2020-01-11
2,11,0,0,37519.34115875876,2020-01-12
2,11,1,0,58970.92377439432,2020-01-12
2,11,2,0,20430.073286721916,2020-01-12
2,12,0,0,32980.343043045694,2020-01-13
2,12,1,0,51425.97503918499,2020-01-13
2,12,2,0,28126.926686786137,2020-01-13
2,13,0,0,33052.0106356286,2020-01-14
2,13,1,0,45976.80162646553,2020-01-14
2,13,2,0,23327.93574118903,2020-01-14
2,14,0,0,42967.235966129156,2020-01-15
2,14,1,0,66343.8971304893,2020-01-15
2,14,2,0,47482.49611157219,2020-01-15
2,15,0,0,48066.11255238206,2020-01-16
2,15,1,0,72316.02842587631,2020-01-16
2,15,2,0,57784.93036168273,2020-01-16
2,16,0,0,56728.52607892176,2020-01-17
2,16,1,0,76942.90725186378,2020-01-17
2,16,2,0,41771.18485711677,2020-01-17
2,17,0,0,53428.46478689543,2020-01-18
2,17,1,0,70948.80933075456,2020-01-18
2,17,2,0,51637.14016728739,2020-01-18
2,18,0,0,48337.35696734663,2020-01-19
2,18,1,0,63417.6470478868,2020-01-19
2,18,2,0,36338.917309552606,2020-01-19
2,19,0,0,37662.74255645631,2020-01-20
2,19,1,0,61125.87217374699,2020-01-20
2,19,2,0,54942.864438499375,2020-01-20
2,20,0,0,31708.390818027132,2020-01-21
2,20,1,0,45020.4045810828,2020-01-21
2,20,2,0,38798.78801044253,2020-01-21
2,21,0,0,32961.283666140385,2020-01-22
2,21,1,0,57260.8702345857,2020-01-22
2,21,2,0,51241.88858707578,2020-01-22
2,22,0,0,36089.50124661589,2020-01-23
2,22,1,0,59796.5271787999,2020-01-23
2,22,2,0,39968.103828155654,2020-01-23
2,23,0,0,47322.53887282495,2020-01-24
2,23,1,0,71647.86395279379,2020-01-24
2,23,2,0,39589.721702942974,2020-01-24
2,24,0,0,52274.941073860435,2020-01-25
2,24,1,0,85229.9368651973,2020-01-25
2,24,2,0,49638.3033994949,2020-01-25
2,25,0,0,56197.99172925144,2020-01-26
2,25,1,0,77682.63099042547,2020-01-26
2,25,2,0,59587.99894400521,2020-01-26
2,26,0,0,48564.03821905705,2020-01-27
2,26,1,0,75165.70029239151,2020-01-27
2,26,2,0,39537.85247800687,2020-01-27
2,27,0,0,37461.77197458433,2020-01-28
2,27,1,0,58316.76353838305,2020-01-28
2,27,2,0,35311.84150243304,2020-01-28
2,28,0,0,28020.57602940986,2020-01-29
2,28,1,0,50094.70940065794,2020-01-29
2,28,2,0,34913.532989969244,2020-01-29
2,29,0,0,29642.59675058537,2020-01-30
2,29,1,0,42839.889166406785,2020-01-30
2,29,2,0,24777.238188376454,2020-01-30
2,30,0,0,34040.60723159341,2020-01-31
2,30,1,0,51880.52284076488,2020-01-31
2,30,2,0,34714.004044632435,2020-01-31
2,31,0,0,39758.77717717709,2020-02-01
2,31,1,0,72811.02289339215,2020-02-01
2,31,2,0,49634.29644482515,2020-02-01
2,32,0,0,47998.905453594176,2020-02-02
2,32,1,0,69398.66113168761,2020-02-02
2,32,2,0,40466.79823694161,2020-02-02
2,33,0,0,51210.88903994295,2020-02-03
2,33,1,0,79392.8379168664,2020-02-03
2,33,2,0,43605.6497414685,2020-02-03
2,34,0,0,48613.677695390295,2020-02-04
2,34,1,0,74076.9154462212,2020-02-04
2,34,2,0,51325.093945371016,2020-02-04
2,35,0,0,36906.54050003497,2020-02-05
2,35,1,0,59224.98561222288,2020-02-05
2,35,2,0,21326.141683367732,2020-02-05
2,36,0,0,30873.591348205813,2020-02-06
2,36,1,0,52080.91655301255,2020-02-06
2,36,2,0,45440.73161393536,2020-02-06
2,37,0,0,26850.8778661985,2020-02-07
2,37,1,0,47090.72816279022,2020-02-07
2,37,2,0,29348.03446291801,2020-02-07
2,38,0,0,31980.898821722254,2020-02-08
2,38,1,0,57060.07415878263,2020-02-08
2,38,2,0,19855.789749912154,2020-02-08
2,39,0,0,40104.312801072,2020-02-09
2,39,1,0,63978.776224580026,2020-02-09
2,39,2,0,13301.024854768613,2020-02-09
2,40,0,0,48671.269326227535,2020-02-10
2,40,1,0,74247.30287651138,2020-02-10
2,40,2,0,60198.4521078639,2020-02-10
2,41,0,0,53050.38006267932,2020-02-11
2,41,1,0,90609.10482135184,2020-02-11
2,41,2,0,43674.966133030255,2020-02-11
2,42,0,0,47575.8178607389,2020-02-12
2,42,1,0,69300.95428602184,2020-02-12
2,42,2,0,23117.337284264122,2020-02-12
2,43,0,0,40828.40272424957,2020-02-13
2,43,1,0,66041.6943328066,2020-02-13
2,43,2,0,40026.5723755762,2020-02-13
2,44,0,0,33673.91699452944,2020-02-14
2,44,1,0,59162.638395505805,2020-02-14
2,44,2,0,35896.40694199055,2020-02-14
2,45,0,0,30208.21383760081,2020-02-15
2,45,1,0,41537.93483391885,2020-02-15
2,45,2,0,45370.99291781522,2020-02-15
2,46,0,0,32283.713765542972,2020-02-16
2,46,1,0,42804.08827146588,2020-02-16
2,46,2,0,39813.746227448704,2020-02-16
2,47,0,0,42442.36269644278,2020-02-17
2,47,1,0,55013.59370661812,2020-02-17
2,47,2,0,39211.16512026681,2020-02-17
2,48,0,0,51025.975371093824,2020-02-18
2,48,1,0,80388.21036060544,2020-02-18
2,48,2,0,26497.589666100128,2020-02-18
2,49,0,0,58405.108750526044,2020-02-19
2,49,1,0,71005.64728137736,2020-02-19
2,49,2,0,43680.042065268615,2020-02-19
3,0,0,0,47790.13772427812,2020-01-01
3,0,1,0,72792.12189892113,2020-01-01
3,0,2,0,54644.850738202644,2020-01-01
3,1,0,0,49854.106598746686,2020-01-02
3,1,1,0,71476.8745713011,2020-01-02
3,1,2,0,49903.22028578789,2020-01-02
3,2,0,0,51516.225183416616,2020-01-03
3,2,1,0,58364.540900526175,2020-01-03
3,2,2,0,36886.43635985227,2020-01-03
3,3,0,0,49870.773977128716,2020-01-04
3,3,1,0,79784.172173345,2020-01-04
3,3,2,0,48180.601360692985,2020-01-04
3,4,0,0,46566.71293822052,2020-01-05
3,4,1,0,57367.61240306422,2020-01-05
3,4,2,0,61136.48945998395,2020-01-05
3,5,0,0,46517.71628192006,2020-01-06
3,5,1,0,78911.68191889366,2020-01-06
3,5,2,0,45039.02730609369,2020-01-06
3,6,0,0,50100.435296078416,2020-01-07
3,6,1,0,74613.16827332306,2020-01-07
3,6,2,0,52542.25259551278,2020-01-07
3,7,0,0,50881.06985362199,2020-01-08
3,7,1,0,71192.17414972853,2020-01-08
3,7,2,0,45033.34267051557,2020-01-08
3,8,0,0,53701.7053004003,2020-01-09
3,8,1,0,72926.31047752505,2020-01-09
3,8,2,0,45585.56885913704,2020-01-09
3,9,0,0,50013.19340328156,2020-01-10
3,9,1,0,84726.32189885616,2020-01-10
3,9,2,0,46394.76064613059,2020-01-10
3,10,0,0,51080.574609233576,2020-01-11
3,10,1,0,69536.68212035237,2020-01-11
3,10,2,0,45436.715989180644,2020-01-11
3,11,0,0,47118.67950905442,2020-01-12
3,11,1,0,54998.16006586011,2020-01-12
3,11,2,0,53285.17579889574,2020-01-12
3,12,0,0,49487.34194514082,2020-01-13
3,12,1,0,76649.31348634817,2020-01-13
3,12,2,0,53912.586593546424,2020-01-13
3,13,0,0,45780.158891747866,2020-01-14
3,13,1,0,73092.90111643384,2020-01-14
3,13,2,0,37274.99551778009,2020-01-14
3,14,0,0,50880.286508623714,2020-01-15
3,14,1,0,73526.07897518441,2020-01-15
3,14,2,0,55097.58473296114,2020-01-15
3,15,0,0,48629.382420158996,2020-01-16
3,15,1,0,76805.01491071316,2020-01-16
3,15,2,0,52025.51278318995,2020-01-16
3,16,0,0,52127.870438221944,2020-01-17
3,16,1,0,76268.98829085675,2020-01-17
3,16,2,0,47747.720433035654,2020-01-17
3,17,0,0,48268.68992117771,2020-01-18
3,17,1,0,60583.208722198004,2020-01-18
3,17,2,0,31865.255602378726,2020-01-18
3,18,0,0,47262.25989417798,2020-01-19
3,18,1,0,78359.33225146943,2020-01-19
3,18,2,0,55080.64302325768,2020-01-19
3,19,0,0,44118.782445676276,2020-01-20
3,19,1,0,68163.43171498804,2020-01-20
3,19,2,0,41856.51810004643,2020-01-20
3,20,0,0,44033.24704346218,2020-01-21
3,20,1,0,74920.86105339444,2020-01-21
3,20,2,0,46930.155621334314,2020-01-21
3,21,0,0,44623.1460381778,2020-01-22
3,21,1,0,79010.09149377649,2020-01-22
3,21,2,0,26505.25341479849,2020-01-22
3,22,0,0,43012.19983457885,2020-01-23
3,22,1,0,59090.2425138299,2020-01-23
3,22,2,0,24642.49822660692,2020-01-23
3,23,0,0,45629.49566598683,2020-01-24
3,23,1,0,72379.6091242837,2020-01-24
3,23,2,0,45748.515199278,2020-01-24
3,24,0,0,43918.92723355131,2020-01-25
3,24,1,0,55576.6296386346,2020-01-25
3,24,2,0,33481.79818383178,2020-01-25
3,25,0,0,46386.13173939745,2020-01-26
3,25,1,0,73939.73659947308,2020-01-26
3,25,2,0,41196.05940369726,2020-01-26
3,26,0,0,42210.27177537551,2020-01-27
3,26,1,0,61349.2932927106,2020-01-27
3,26,2,0,41740.21573602205,2020-01-27
3,27,0,0,38593.18303594424,2020-01-28
3,27,1,0,63300.79622760094,2020-01-28
3,27,2,0,46189.86921042357,2020-01-28
3,28,0,0,35234.51190975873,2020-01-29
3,28,1,0,36442.9568439771,2020-01-29
3,28,2,0,39662.97723055297,2020-01-29
3,29,0,0,36339.87600450302,2020-01-30
3,29,1,0,55108.22512704231,2020-01-30
3,29,2,0,44808.54056031864,2020-01-30
3,30,0,0,38677.94428022954,2020-01-31
3,30,1,0,46686.057071676674,2020-01-31
3,30,2,0,57436.01353716361,2020-01-31
3,31,0,0,35248.239144331514,2020-02-01
3,31,1,0,36341.83226910579,2020-02-01
3,31,2,0,55177.51270725063,2020-02-01
3,32,0,0,37266.85827959453,2020-02-02
3,32,1,0,58273.68617517707,2020-02-02
3,32,2,0,45478.45369499438,2020-02-02
3,33,0,0,37630.46316023323,2020-02-03
3,33,1,0,71607.85894603186,2020-02-03
3,33,2,0,46161.74647155382,2020-02-03
3,34,0,0,39730.34596072364,2020-02-04
3,34,1,0,78817.46578183006,2020-02-04
3,34,2,0,49917.44911974905,2020-02-04
3,35,0,0,32953.48182840603,2020-02-05
3,35,1,0,46591.00889306912,2020-02-05
3,35,2,0,33269.5704713359,2020-02-05
3,36,0,0,33947.89419196844,2020-02-06
3,36,1,0,45682.9636538816,2020-02-06
3,36,2,0,26907.057633933568,2020-02-06
3,37,0,0,33157.363123103416,2020-02-07
3,37,1,0,42563.262832995024,2020-02-07
3,37,2,0,50360.65114102345,2020-02-07
3,38,0,0,31695.02701640085,2020-02-08
3,38,1,0,51349.70977995336,2020-02-08
3,38,2,0,35445.92883201442,2020-02-08
3,39,0,0,34542.17345044003,2020-02-09
3,39,1,0,54475.996272022916,2020-02-09
3,39,2,0,30568.89410906921,2020-02-09
3,40,0,0,34334.28360926548,2020-02-10
3,40,1,0,41446.11287251976,2020-02-10
3,40,2,0,26171.218520232193,2020-02-10
3,41,0,0,38257.94957585893,2020-02-11
3,41,1,0,56826.82458839927,2020-02-11
3,41,2,0,32236.247452331292,2020-02-11
3,42,0,0,34458.22125471569,2020-02-12
3,42,1,0,52610.81271186798,2020-02-12
3,42,2,0,42963.85642582784,2020-02-12
3,43,0,0,34448.12354749352,2020-02-13
3,43,1,0,64014.67890331588,2020-02-13
3,43,2,0,33323.32661705059,2020-02-13
3,44,0,0,37673.169637397084,2020-02-14
3,44,1,0,47247.97510060594,2020-02-14
3,44,2,0,23257.165819855534,2020-02-14
3,45,0,0,34504.79951066992,2020-02-15
3,45,1,0,52404.249892114225,2020-02-15
3,45,2,0,43451.449733599664,2020-02-15
3,46,0,0,35616.892501945214,2020-02-16
3,46,1,0,50874.05316194937,2020-02-16
3,46,2,0,37429.547174265725,2020-02-16
3,47,0,0,39021.03303259527,2020-02-17
3,47,1,0,49035.86727968491,2020-02-17
3,47,2,0,38432.27803796689,2020-02-17
3,48,0,0,38893.26290699869,2020-02-18
3,48,1,0,68819.8100001679,2020-02-18
3,48,2,0,54040.78394371363,2020-02-18
3,49,0,0,42876.26739269318,2020-02-19
3,49,1,0,77574.31737055421,2020-02-19
3,49,2,0,45286.145436699735,2020-02-19
4,0,0,0,64858.97571556459,2020-01-01
4,0,1,0,107245.2787973398,2020-01-01
4,0,2,0,51620.49805556388,2020-01-01
4,1,0,0,63476.97700724863,2020-01-02
4,1,1,0,102258.55660914331,2020-01-02
4,1,2,0,45545.76773860734,2020-01-02
4,2,0,0,53929.56196144828,2020-01-03
